,Unnamed: 0,state_code,dist_code,court_no,total_judge_days,avg_judge_count,mean_tenure_days,median_tenure_days,num_judges,num_valid_entries,total_cases,total_valid_cases,median_decision_days,mean_decision_days
34,61,1.0,32.0,8.0,4751.0,1.446270928462709,421.6,178.0,15.0,15.0,5422.0,5378.0,676.5,873.3095946448494
35,63,1.0,34.0,1.0,39170.0,11.923896499238966,682.9880952380953,480.0,84.0,84.0,73702.0,73210.0,455.0,747.0183854664664
36,817,1.0,34.0,1.0,39170.0,11.923896499238966,682.9880952380953,480.0,84.0,84.0,73702.0,73210.0,455.0,747.0183854664664
37,64,1.0,34.0,7.0,9931.0,3.0231354642313546,445.2758620689655,122.0,29.0,29.0,4369.0,4321.0,790.0,944.7445035871326
38,67,1.0,36.0,1.0,17341.0,5.2788432267884335,492.6530612244898,308.0,49.0,49.0,10832.0,10731.0,318.0,640.4415245550275
39,68,2.0,2.0,1.0,55975.0,17.039573820395738,614.9826086956523,562.0,115.0,115.0,26245.0,26220.0,230.0,463.89626239511824
40,70,2.0,3.0,5.0,7631.0,2.322983257229833,517.0526315789474,514.0,19.0,19.0,13980.0,13976.0,882.0,996.8410847166572
41,71,2.0,4.0,1.0,69383.0,21.121156773211567,504.7413793103448,357.5,174.0,174.0,27147.0,25877.0,392.0,586.325501410519
42,72,2.0,4.0,3.0,19967.0,6.078234398782344,605.8181818181819,240.5,44.0,44.0,30268.0,30246.0,635.0,735.447199629703
43,871,2.0,4.0,3.0,19967.0,6.078234398782344,605.8181818181819,240.5,44.0,44.0,30268.0,30246.0,635.0,735.447199629703
44,74,2.0,5.0,1.0,91138.0,27.743683409436837,574.6479591836735,416.0,196.0,196.0,52525.0,48908.0,289.0,561.5940132493662
45,77,2.0,7.0,1.0,42029.0,12.794216133942161,515.4174757281553,368.0,103.0,103.0,14320.0,14315.0,544.0,645.4472231924555
46,78,2.0,10.0,1.0,52401.0,15.95159817351598,389.8474576271187,142.0,177.0,177.0,13791.0,13790.0,593.0,735.8944162436549
47,79,2.0,11.0,1.0,56063.0,17.066362252663623,637.9459459459459,469.0,111.0,111.0,33652.0,33639.0,666.0,778.2566366419929
48,82,2.0,17.0,1.0,44421.0,13.522374429223746,358.5806451612903,145.0,155.0,155.0,24577.0,23378.0,226.0,540.6309350671571
49,83,2.0,19.0,1.0,37872.0,11.528767123287674,541.8817204301075,330.0,93.0,93.0,9723.0,9722.0,718.0,818.8661797983954
50,84,2.0,20.0,1.0,59032.0,17.970167427701675,436.1731843575419,275.0,179.0,179.0,38103.0,38082.0,819.0,916.8577543196261
51,85,2.0,20.0,6.0,10571.0,3.2179604261796033,793.8235294117646,507.0,17.0,17.0,3350.0,3349.0,694.0,820.1770677814272
52,86,2.0,21.0,1.0,32326.0,9.840487062404868,427.12621359223294,151.0,103.0,103.0,8416.0,8414.0,611.0,707.1502258141194
53,87,2.0,23.0,1.0,57447.0,17.487671232876714,603.936,485.0,125.0,125.0,21572.0,21568.0,326.0,601.6570845697329
54,95,3.0,15.0,1.0,3395.0,1.0334855403348555,455.09090909090907,376.0,11.0,11.0,35393.0,34688.0,21.0,327.96160055350555
55,99,3.0,23.0,1.0,4865.0,1.4809741248097412,468.13333333333327,371.0,15.0,15.0,50534.0,50289.0,91.0,334.9634313667005
56,100,3.0,29.0,1.0,19632.0,5.976255707762557,385.910447761194,46.0,67.0,67.0,18846.0,16277.0,33.0,361.52380659826747
57,102,4.0,1.0,1.0,28154.0,8.570471841704718,432.4883720930232,178.0,86.0,86.0,13513.0,13489.0,397.0,536.7432722959448
58,103,4.0,2.0,1.0,143322.0,43.62922374429224,465.2831632653061,318.0,392.0,392.0,55584.0,55351.0,17.0,191.55516612165997
59,104,4.0,3.0,1.0,15641.0,4.7613394216133935,422.078431372549,216.0,51.0,51.0,23742.0,23724.0,595.5,808.2755437531614
60,105,4.0,4.0,1.0,52660.0,16.030441400304415,602.6574074074074,427.0,108.0,108.0,42356.0,42288.0,224.0,627.363412788498
61,106,4.0,5.0,1.0,81353.0,24.76499238964992,587.7142857142858,426.5,182.0,182.0,23990.0,23963.0,245.0,348.9947836247548
62,107,4.0,6.0,1.0,70304.0,21.401522070015226,414.13953488372096,220.0,215.0,215.0,18196.0,17475.0,562.0,720.1928469241774
63,108,4.0,7.0,1.0,47552.0,14.475494672754946,563.1809523809524,329.0,105.0,105.0,13919.0,13685.0,336.0,479.58991596638657
64,109,4.0,8.0,1.0,56086.0,17.073363774733632,616.439024390244,539.0,123.0,123.0,23737.0,23728.0,721.0,791.6007248819959
65,110,4.0,9.0,1.0,81534.0,24.820091324200916,495.26605504587167,364.0,218.0,218.0,41271.0,41212.0,348.0,599.0442104241483
66,111,4.0,10.0,1.0,65447.0,19.922983257229838,506.0473372781065,354.0,169.0,169.0,50174.0,50090.0,247.0,475.00958275104813
67,857,4.0,10.0,1.0,65447.0,19.922983257229838,506.0473372781065,354.0,169.0,169.0,50174.0,50090.0,247.0,475.00958275104813
68,112,4.0,11.0,1.0,56161.0,17.096194824961948,453.3071895424837,291.0,153.0,153.0,25725.0,25524.0,107.0,353.8654207804419
69,113,4.0,12.0,1.0,32361.0,9.851141552511416,498.38095238095235,295.0,84.0,84.0,14593.0,14492.0,461.0,602.8309412089428
70,115,4.0,16.0,1.0,39115.0,11.907153729071537,481.15929203539815,363.0,113.0,113.0,9710.0,9169.0,284.0,446.15050714363616
71,118,5.0,4.0,1.0,6010.0,1.8295281582952816,585.9285714285714,510.0,14.0,14.0,17206.0,15276.0,212.0,440.67471851269966
72,120,5.0,5.0,11.0,4362.0,1.3278538812785388,582.4,478.0,10.0,10.0,4349.0,4142.0,560.0,716.197247706422
73,128,6.0,1.0,4.0,4403.0,1.3403348554033483,661.5555555555555,547.0,9.0,9.0,34364.0,33663.0,43.0,388.2558892552654
74,139,6.0,10.0,2.0,8138.0,2.477321156773212,650.7058823529413,640.0,17.0,17.0,18823.0,17710.0,23.0,427.3443817052513
75,147,6.0,17.0,1.0,5787.0,1.7616438356164383,489.0,362.0,15.0,15.0,3388.0,3324.0,206.5,487.5944645006017
76,149,6.0,20.0,1.0,4688.0,1.4270928462709285,521.25,631.0,12.0,12.0,9740.0,9586.0,17.0,181.5549760066764
77,150,6.0,20.0,8.0,3410.0,1.0380517503805176,381.6923076923077,380.0,13.0,13.0,1962.0,1956.0,357.5,521.2709611451943
78,820,6.0,20.0,8.0,3410.0,1.0380517503805176,381.6923076923077,380.0,13.0,13.0,1962.0,1956.0,357.5,521.2709611451943
79,190,9.0,3.0,4.0,5466.0,1.6639269406392694,425.5,345.0,18.0,18.0,10918.0,10276.0,547.0,734.0963409887115
80,191,9.0,3.0,5.0,8433.0,2.5671232876712327,549.4545454545455,358.5,22.0,22.0,19254.0,11521.0,1139.0,1287.7863900703064
81,201,9.0,7.0,13.0,4008.0,1.2200913242009133,547.0,380.0,10.0,10.0,3008.0,2348.0,577.0,734.5468483816013
82,204,9.0,9.0,12.0,3952.0,1.2030441400304417,386.71428571428567,304.0,14.0,14.0,26162.0,24724.0,411.0,729.2960281507847
83,211,9.0,9.0,20.0,3678.0,1.119634703196347,514.0,452.0,10.0,10.0,9761.0,9570.0,452.0,533.5719958202717
84,212,9.0,9.0,21.0,3959.0,1.2051750380517503,903.5,587.5,6.0,6.0,2497.0,2198.0,352.0,537.2752502274795
85,218,9.0,13.0,16.0,4639.0,1.4121765601217655,488.0,468.0,14.0,14.0,8257.0,7936.0,685.0,880.0504032258065
86,220,9.0,13.0,18.0,3550.0,1.0806697108066972,417.66666666666674,296.0,12.0,12.0,751.0,751.0,1712.0,1791.2330226364847
87,221,9.0,14.0,9.0,6003.0,1.8273972602739723,595.1333333333333,391.0,15.0,15.0,24911.0,23567.0,487.0,816.2409725463572
88,223,9.0,14.0,11.0,3396.0,1.0337899543378994,607.25,622.0,8.0,8.0,3608.0,3578.0,1312.5,1436.5156512017886
89,225,9.0,14.0,13.0,3414.0,1.0392694063926942,487.6,438.0,10.0,10.0,1396.0,1375.0,658.0,743.1054545454546
90,230,9.0,18.0,6.0,3774.0,1.1488584474885846,654.5,386.0,8.0,8.0,2048.0,1746.0,317.5,620.9444444444445
91,238,9.0,22.0,22.0,10083.0,3.069406392694064,516.75,406.0,28.0,28.0,517.0,512.0,1010.0,1173.15234375
92,239,9.0,22.0,33.0,6716.0,2.0444444444444443,535.5555555555555,549.0,18.0,18.0,324.0,324.0,1261.0,1397.111111111111
93,241,9.0,23.0,8.0,3380.0,1.0289193302891932,345.8571428571428,221.0,14.0,14.0,787.0,781.0,665.0,794.4635083226633
94,247,9.0,27.0,4.0,4666.0,1.4203957382039574,381.0555555555555,369.0,18.0,18.0,6120.0,5824.0,778.0,896.2156593406594
95,248,9.0,27.0,5.0,3392.0,1.032572298325723,485.4,374.0,10.0,10.0,10989.0,7429.0,1403.0,1591.0562659846548
96,250,9.0,29.0,5.0,4335.0,1.3196347031963471,466.28571428571433,373.0,14.0,14.0,7579.0,6235.0,450.0,644.3451483560546
97,251,9.0,29.0,6.0,3386.0,1.0307458143074582,484.8,589.0,10.0,10.0,16406.0,12500.0,1115.0,1181.34168
98,256,9.0,30.0,8.0,3349.0,1.019482496194825,343.6428571428572,327.0,14.0,14.0,1470.0,1467.0,371.0,608.0306748466257
99,259,9.0,30.0,12.0,3748.0,1.1409436834094369,651.25,488.0,8.0,8.0,12.0,12.0,2676.5,2189.5833333333335
100,268,9.0,34.0,3.0,3897.0,1.1863013698630136,507.5,514.0,12.0,12.0,14190.0,10192.0,1141.5,1290.4218995290423
101,269,9.0,34.0,4.0,3999.0,1.217351598173516,606.7777777777778,473.0,9.0,9.0,694.0,686.0,1184.0,1106.4037900874634
102,270,9.0,34.0,5.0,3712.0,1.129984779299848,344.9333333333333,179.0,15.0,15.0,2109.0,2107.0,864.0,1004.4328429046037
103,272,9.0,35.0,8.0,3372.0,1.0264840182648405,268.5555555555556,98.0,18.0,18.0,23813.0,21166.0,608.0,863.1345081734858
104,275,9.0,38.0,10.0,3351.0,1.0200913242009133,601.625,328.0,8.0,8.0,1639.0,1636.0,1387.0,1525.6210268948655
105,276,9.0,38.0,11.0,4682.0,1.4252663622526636,512.0,602.0,12.0,12.0,2688.0,2685.0,1239.0,1196.9959031657356
106,279,9.0,38.0,16.0,3400.0,1.035007610350076,486.2,366.0,10.0,10.0,646.0,638.0,811.5,994.9451410658307
107,283,9.0,38.0,21.0,6513.0,1.9826484018264843,791.4545454545455,247.0,11.0,11.0,9319.0,7214.0,962.0,1124.3264485722207
108,285,9.0,39.0,1.0,4422.0,1.3461187214611872,476.1176470588235,436.0,17.0,17.0,7897.0,7366.0,714.0,846.7067607928319
109,286,9.0,39.0,2.0,4932.0,1.501369863013699,413.4736842105263,383.0,19.0,19.0,1524.0,1523.0,1785.0,1963.3644123440579
110,287,10.0,1.0,2.0,4380.0,1.3333333333333333,440.8,191.0,15.0,15.0,2665.0,2048.0,1085.0,1227.140625
111,293,10.0,3.0,3.0,3832.0,1.1665144596651449,481.27272727272725,395.0,11.0,11.0,5088.0,5041.0,919.0,997.5711168418965
112,298,10.0,3.0,19.0,3604.0,1.0971080669710809,633.25,626.5,8.0,8.0,2630.0,2630.0,1367.0,1383.054752851711
113,301,10.0,5.0,3.0,4288.0,1.3053272450532725,720.1111111111112,397.0,9.0,9.0,1618.0,1618.0,1375.0,1372.6223733003708
114,308,10.0,7.0,3.0,4202.0,1.2791476407914764,704.7142857142858,623.0,7.0,7.0,3979.0,2968.0,827.5,964.7136118598382
115,309,10.0,7.0,4.0,4350.0,1.3242009132420092,545.25,380.0,12.0,12.0,6086.0,5071.0,1183.0,1345.9274304870835
116,321,10.0,9.0,2.0,8001.0,2.4356164383561643,579.8421052631579,261.0,19.0,19.0,5016.0,4283.0,873.0,1034.184216670558
117,322,10.0,9.0,3.0,5435.0,1.6544901065449011,635.6666666666666,517.0,12.0,12.0,1972.0,1972.0,715.5,851.2986815415821
118,326,10.0,10.0,2.0,11748.0,3.5762557077625567,402.7837837837838,127.0,37.0,37.0,3664.0,3664.0,1196.5,1218.4006550218342
119,327,10.0,10.0,4.0,4682.0,1.4252663622526636,475.375,438.0,16.0,16.0,3349.0,3348.0,1111.0,1172.311230585424
120,335,10.0,11.0,6.0,5369.0,1.6343987823439878,882.375,549.0,8.0,8.0,3050.0,3021.0,154.0,424.3730552797087
121,364,10.0,17.0,1.0,7664.0,2.3330289193302893,602.5,317.5,20.0,20.0,57316.0,55424.0,15.0,204.11045756351038
122,860,10.0,17.0,1.0,7664.0,2.3330289193302893,602.5,317.5,20.0,20.0,57316.0,55424.0,15.0,204.11045756351038
123,383,10.0,21.0,2.0,5897.0,1.7951293759512938,605.3076923076923,310.0,13.0,13.0,4284.0,3262.0,245.0,621.7228694052728
124,384,10.0,21.0,3.0,3955.0,1.203957382039574,451.41666666666674,376.0,12.0,12.0,4013.0,2447.0,989.0,1023.2014711892112
125,401,10.0,26.0,2.0,5758.0,1.7528158295281584,444.27777777777777,243.0,18.0,18.0,8856.0,7367.0,273.0,477.2896701506719
126,406,10.0,27.0,2.0,6817.0,2.0751902587519027,702.0,495.0,13.0,13.0,7940.0,7685.0,619.0,759.5393623942746
127,418,10.0,29.0,1.0,9231.0,2.810045662100457,715.8888888888888,446.0,18.0,18.0,11132.0,9934.0,818.0,869.8039057781357
128,828,10.0,29.0,1.0,9231.0,2.810045662100457,715.8888888888888,446.0,18.0,18.0,11132.0,9934.0,818.0,869.8039057781357
129,425,10.0,31.0,3.0,4837.0,1.4724505327245054,705.5454545454545,595.0,11.0,11.0,4580.0,3821.0,875.0,996.327924627061
130,442,11.0,5.0,2.0,4121.0,1.2544901065449008,622.6666666666666,643.0,9.0,9.0,27632.0,27225.0,317.0,746.3131680440771
131,447,11.0,8.0,2.0,3641.0,1.1083713850837138,463.9090909090909,649.0,11.0,11.0,21544.0,21321.0,915.0,1059.1844660194174
132,448,11.0,8.0,5.0,5177.0,1.5759512937595133,834.25,576.0,8.0,8.0,7015.0,6992.0,1078.0,1247.5901029748284
133,455,11.0,14.0,3.0,4781.0,1.4554033485540334,468.4,352.0,15.0,15.0,10733.0,10406.0,786.5,945.038727657121
134,481,12.0,3.0,3.0,5775.0,1.7579908675799087,669.1538461538463,361.0,13.0,13.0,5160.0,5145.0,755.0,884.0623906705539
135,483,12.0,4.0,2.0,5276.0,1.6060882800608831,673.8,546.0,10.0,10.0,8382.0,8367.0,393.0,654.4515357953867
136,488,12.0,10.0,2.0,3741.0,1.1388127853881278,650.375,625.5,8.0,8.0,3019.0,3008.0,736.0,951.6795212765958
137,497,12.0,20.0,2.0,4159.0,1.2660578386605783,562.1,579.0,10.0,10.0,2384.0,2376.0,625.0,850.5803872053872
138,502,13.0,3.0,2.0,4090.0,1.2450532724505328,310.5,215.0,18.0,18.0,61638.0,59647.0,187.0,658.3261354301138
139,558,13.0,58.0,2.0,3662.0,1.1147640791476408,366.57142857142856,315.5,14.0,14.0,28987.0,27913.0,83.0,399.59151649768927
140,562,13.0,60.0,7.0,3960.0,1.2054794520547945,417.07692307692315,285.0,13.0,13.0,1025.0,1025.0,620.0,680.1814634146341
141,574,13.0,73.0,1.0,9432.0,2.871232876712329,386.1944444444445,326.0,36.0,36.0,20927.0,20580.0,363.0,733.6030126336249
142,575,13.0,74.0,1.0,10478.0,3.1896499238964986,551.9032258064517,526.0,31.0,31.0,2105.0,2089.0,838.0,771.750598372427
143,585,14.0,12.0,1.0,6055.0,1.8432267884322682,638.8461538461537,640.0,13.0,13.0,48807.0,48368.0,196.0,403.3487222957327
144,586,14.0,13.0,1.0,13347.0,4.063013698630137,839.2727272727273,637.0,22.0,22.0,123978.0,121794.0,349.0,519.8952986189796
145,853,14.0,13.0,1.0,13347.0,4.063013698630137,839.2727272727273,637.0,22.0,22.0,123978.0,121794.0,349.0,519.8952986189796
146,588,14.0,15.0,1.0,6848.0,2.084627092846271,689.0,636.0,11.0,11.0,66636.0,59376.0,150.0,363.3310428455942
147,892,14.0,15.0,1.0,6848.0,2.084627092846271,689.0,636.0,11.0,11.0,66636.0,59376.0,150.0,363.3310428455942
148,590,14.0,17.0,1.0,8339.0,2.5385083713850842,545.1818181818181,185.0,22.0,22.0,92892.0,91734.0,327.0,506.58174722567423
149,854,14.0,17.0,1.0,8339.0,2.5385083713850842,545.1818181818181,185.0,22.0,22.0,92892.0,91734.0,327.0,506.58174722567423
150,596,15.0,8.0,2.0,5176.0,1.5756468797564689,510.6153846153846,312.0,13.0,13.0,2270.0,2137.0,479.0,590.1586335985025
151,598,15.0,9.0,6.0,4888.0,1.4879756468797565,590.0833333333334,624.0,12.0,12.0,9534.0,9435.0,467.0,685.6998410174881
152,608,16.0,4.0,6.0,3419.0,1.0407914764079147,613.25,534.5,8.0,8.0,758.0,752.0,930.0,1018.0
153,621,16.0,11.0,9.0,4014.0,1.2219178082191782,427.92307692307685,201.0,13.0,13.0,6127.0,6104.0,227.0,520.8764744429882
154,622,16.0,12.0,2.0,12448.0,3.789345509893455,628.5555555555555,551.0,27.0,27.0,69426.0,69274.0,48.0,500.7112625227358
155,624,16.0,12.0,8.0,4995.0,1.5205479452054795,552.9230769230769,557.0,13.0,13.0,2578.0,2576.0,757.0,783.6746894409938
156,855,16.0,12.0,8.0,4995.0,1.5205479452054795,552.9230769230769,557.0,13.0,13.0,2578.0,2576.0,757.0,783.6746894409938
157,628,16.0,14.0,13.0,5259.0,1.6009132420091323,760.4444444444445,511.0,9.0,9.0,23967.0,22850.0,664.5,869.2547921225383
158,637,16.0,20.0,5.0,8850.0,2.6940639269406392,695.6111111111112,557.5,18.0,18.0,2356.0,2318.0,894.5,929.7342536669543
159,641,16.0,21.0,1.0,3944.0,1.2006088280060885,390.1428571428572,416.0,14.0,14.0,24045.0,24004.0,25.0,332.6193551074821
160,642,16.0,21.0,5.0,3494.0,1.0636225266362254,495.6,533.0,10.0,10.0,7082.0,6794.0,26.0,317.3988813659111
161,648,17.0,11.0,1.0,13965.0,4.251141552511416,549.2307692307694,521.0,39.0,39.0,28682.0,28153.0,24.0,380.13728554683337
162,650,17.0,13.0,1.0,21913.0,6.670624048706241,652.3469387755102,524.0,49.0,49.0,64281.0,64080.0,55.0,535.1308364544319
163,651,17.0,13.0,18.0,7853.0,2.390563165905632,110.91176470588236,39.0,106.0,102.0,4694.0,4673.0,11.0,380.7770169056281
164,652,17.0,14.0,1.0,32965.0,10.035007610350076,498.48421052631585,341.0,96.0,95.0,66366.0,64674.0,23.0,459.747069919906
165,653,17.0,15.0,1.0,13829.0,4.209741248097412,701.7037037037038,600.0,27.0,27.0,30277.0,30133.0,65.0,539.9635283576146
166,654,17.0,16.0,1.0,17289.0,5.263013698630137,642.6578947368421,611.5,38.0,38.0,53789.0,53650.0,163.0,554.1322646784715
167,658,17.0,17.0,1.0,12083.0,3.678234398782344,568.6363636363636,486.0,33.0,33.0,15818.0,15786.0,167.5,492.7680856455087
168,659,17.0,18.0,1.0,11388.0,3.466666666666667,551.2,546.0,30.0,30.0,36053.0,35169.0,138.0,510.0076203474651
169,662,17.0,20.0,1.0,15792.0,4.8073059360730594,574.7435897435898,355.0,39.0,39.0,26825.0,24802.0,140.0,486.6298685589872
170,664,17.0,21.0,1.0,18472.0,5.623135464231354,553.8723404255319,552.0,47.0,47.0,49904.0,45814.0,292.0,611.9309817959576
171,665,17.0,22.0,1.0,11082.0,3.37351598173516,618.72,558.0,25.0,25.0,19337.0,19312.0,135.0,554.1733637116819
172,666,17.0,23.0,1.0,11314.0,3.4441400304414005,594.7586206896551,557.0,29.0,29.0,34112.0,33965.0,110.0,609.2377447372295
173,667,17.0,24.0,1.0,16624.0,5.060578386605784,540.3255813953489,533.0,43.0,43.0,28329.0,28217.0,174.0,539.5704362618279
174,669,17.0,26.0,1.0,15693.0,4.7771689497716885,552.3333333333334,425.0,39.0,39.0,24787.0,24758.0,223.0,702.3039017691251
175,674,17.0,29.0,1.0,15718.0,4.784779299847793,736.1538461538463,617.0,27.0,26.0,20002.0,19781.0,69.0,488.17324705525505
176,676,17.0,30.0,1.0,7333.0,2.2322678843226793,641.375,645.5,17.0,16.0,18594.0,16254.0,145.0,460.5547557524302
177,677,17.0,30.0,15.0,4982.0,1.5165905631659056,497.08333333333326,423.5,13.0,12.0,8664.0,8584.0,159.0,458.8431966449208
178,678,17.0,31.0,1.0,20173.0,6.140943683409437,788.5151515151515,623.0,33.0,33.0,59709.0,59454.0,89.0,546.0949978134356
179,681,17.0,33.0,1.0,6472.0,1.9701674277016743,499.9375,259.5,16.0,16.0,8188.0,7764.0,104.0,346.29701184956207
180,683,17.0,35.0,1.0,11026.0,3.3564687975646876,629.4761904761905,523.0,21.0,21.0,21763.0,21742.0,8.0,471.73935240548246
181,685,17.0,37.0,1.0,9942.0,3.0264840182648403,409.9714285714286,194.0,35.0,35.0,11382.0,11225.0,162.0,374.11821826280624
182,711,18.0,17.0,1.0,6345.0,1.9315068493150684,666.6666666666666,548.0,15.0,15.0,2906.0,2885.0,752.0,766.9407279029463
183,725,20.0,9.0,1.0,4861.0,1.4797564687975646,598.8461538461537,647.0,13.0,13.0,1858.0,1839.0,339.0,587.4018488308864
184,776,23.0,33.0,1.0,4562.0,1.3887366818873668,669.3333333333334,555.0,9.0,9.0,62568.0,38148.0,905.0,984.6988570829401
185,782,23.0,39.0,1.0,7168.0,2.182039573820396,676.4375,651.5,16.0,16.0,42651.0,38180.0,520.0,701.7520953378732
186,791,23.0,48.0,1.0,4246.0,1.2925418569254186,634.2222222222222,509.0,9.0,9.0,17992.0,15818.0,1101.0,1171.0600581615881
187,794,24.0,1.0,2.0,5107.0,1.5546423135464231,656.9,521.0,10.0,10.0,3372.0,3277.0,37.0,164.82483979249312
188,805,29.0,1.0,1.0,51431.0,15.656316590563168,533.4793388429752,377.0,121.0,121.0,17457.0,17222.0,28.0,335.7369062826617
189,806,29.0,3.0,1.0,42682.0,12.992998477929985,517.9252336448599,390.0,107.0,107.0,15627.0,15626.0,834.0,937.6756687571996
190,807,29.0,4.0,1.0,28510.0,8.678843226788432,492.06410256410254,414.0,78.0,78.0,22388.0,22285.0,485.0,646.6325779672426
191,808,29.0,5.0,1.0,50688.0,15.43013698630137,421.9551282051282,290.0,156.0,156.0,14664.0,14655.0,415.0,572.3443875810303
192,809,29.0,6.0,1.0,33524.0,10.205175038051749,629.169014084507,606.0,71.0,71.0,10198.0,10163.0,776.0,907.1852799370265
193,810,29.0,8.0,2.0,6045.0,1.8401826484018264,517.2,513.0,15.0,15.0,1260.0,1259.0,778.0,807.0587768069897
194,811,29.0,9.0,1.0,20158.0,6.1363774733637735,572.0232558139535,418.0,43.0,43.0,64388.0,64204.0,831.0,882.4139617469317
